,rowNum,ID,actrorID,cdateTime,followerCount,statusesCount,tweetType,body,countryregion,Longitude,Latitude,relevant
4728,3634157,643226033425002496,312217697,2015-09-14 00:53:31.000,3750,41119,tweet,The smoke has cleared just enough to see the far shore of Lake Tahoe http t co cxXXokQaBM,Nevada,-119.93725800000001,38.959022999999995,0
4729,3648334,643227300289343488,3250107648,2015-09-14 00:58:33.000,248,1612,tweet,me I wanna smoke today Cyn omg why do you do this to urself u know there s no fucking food,None,-121.919174,39.676071,0
4730,3653127,643227722089500674,1875772496,2015-09-14 01:00:14.000,171,2588,tweet,Wake up smoke eat sleep repeat,California,-122.514926,37.708075,0
4732,3667620,643229151248314368,142927092,2015-09-14 01:05:54.000,203,27787,tweet,smoke some weed drink some wine reminisce talk some shit forever young is in your mind,California,-124.11081399999999,40.840387,0
4735,3677440,643230159051493376,2942488682,2015-09-14 01:09:55.000,892,20279,quote,Bitch shut up ima smoke cause I like to smoke the green is the good good stop being so uptight n smoke sum https t co v3FUzEDazq,None,-117.40033770000001,34.366195000000005,0
4736,3695148,643231904980967424,200388252,2015-09-14 01:16:51.000,84,523,tweet,Holy Smoke Batman ValleyFire ButteFire SunThroughSmoke Sacramento California LandPark https t co aZz14RZTII,California,-121.576613,38.43792,1
4740,3711508,643233592185720832,616124549,2015-09-14 01:23:33.000,551,65794,tweet,deadbentt nah I m for real I don t smoke I ll smoke a couple of beers if anything,Aichi,-117.4244045,34.033778999999996,0
4741,3742302,643236651905478656,103719292,2015-09-14 01:35:43.000,305,17292,tweet,I m at Humphreys Concerts By the Bay humphreysshows for ZZ TOP WITH SPECIAL GUEST BLACKBERRY SMOKE https t co sx6v9BwKAm,California,-117.28253799999999,32.53962,0
4744,3747558,643237216353779712,597737444,2015-09-14 01:37:57.000,462,18205,tweet,coraaatf because KvngYoungBlood doesn t smoke,Nevada,-115.20925349999999,35.98478400000001,0
4745,3757093,643238224278614017,26370867,2015-09-14 01:41:58.000,47,252,tweet,Smoke Set ButteFire chilibar http t co 8xdpb5kWhs,California,-124.482003,32.528832,1
4746,3758928,643238410610565120,98424110,2015-09-14 01:42:42.000,3155,107121,tweet,Smoke loud make noise,,-115.15814270000001,35.917792999999996,0
4748,3780365,643240404230344705,365239512,2015-09-14 01:50:37.000,1038,11413,tweet,I m really stupid sitting out here in this thick ass smoke,None,-121.56136299999999,38.978053,0
4749,3782716,643240572614938624,365239512,2015-09-14 01:51:18.000,1038,11414,tweet,NorCal is straight up smoke right now holy shit,None,-121.56136299999999,38.978053,0
4751,3795060,643241563892510720,212135100,2015-09-14 01:55:14.000,264,2292,tweet,Because of the smoke in the air the sun is blood orange and it s absolutely beautiful,California,-122.16343799999999,38.15792800000001,1
4753,3804857,643242558307471360,385889151,2015-09-14 01:59:11.000,266,6918,tweet,meg4nnn it s not fog though it s smoke,Lombardy,-121.315922,38.084259,0
4755,3806530,643242715522580480,618357814,2015-09-14 01:59:48.000,1425,52660,tweet,Smooth sailen with a smooth smoke listenin to smoothness,None,-115.212251,36.184836,0
4756,3812024,643243261700673536,599828212,2015-09-14 02:01:59.000,72,4361,tweet,The smoke already has settled here,California,-122.066245,37.924231,0
4757,3813980,643243458178629632,633449984,2015-09-14 02:02:45.000,265,2649,tweet,Creatingwill no ima be a nurse now lmao I smoke too much to be a officer,None,-120.993774,37.561491,0
4758,3816127,643243686063570944,2828865292,2015-09-14 02:03:40.000,539,9983,tweet,Smells like straight smoke outside,California,-120.920994,37.628099,0
4759,3821015,643244215682514944,1323456224,2015-09-14 02:05:46.000,461,11901,tweet,Girl I know you wanna smoke this marijuana,None,-122.065206,37.3300682,0
4762,3827327,643244894484500481,3320928018,2015-09-14 02:08:28.000,67,1196,tweet,Finna smoke this blunt then go turn up,None,-118.66840400000001,33.704538,0
4763,3829019,643245077049962497,2423631951,2015-09-14 02:09:11.000,11465,63043,tweet,does miley cyrus smoke weed i can t tell,None,-124.482003,32.528832,0
4766,3875259,643249820472356865,1475205044,2015-09-14 02:28:02.000,51,1141,tweet,Smoky Sunset Was able to see the clouds today instead of a thick smoke above sunset clouds smoke https t co BGIa0hW6F8,California,-120.11039699999999,36.928736,1
4768,3887700,643251044135366656,24120317,2015-09-14 02:32:54.000,813,15132,tweet,Smoke from distant fires ash in the air and passing clouds made for a funky looking sky this https t co Et5qcIMH42,California,-122.03531100000001,37.193164,0
4770,3907801,643252769063759877,197952670,2015-09-14 02:39:45.000,820,95408,tweet,This is that lets chill outside and smoke a couple blunts type of weather,California,-117.523867,33.85216,0
4771,3909124,643252893366136832,2553422935,2015-09-14 02:40:15.000,1045,101662,quote,Hey hey hey hey smoke weed everyday https t co fTDmhQH2f6,California,-122.34266000000001,37.699279,0
4774,3935627,643255460145971200,50807659,2015-09-14 02:50:27.000,460,50629,tweet,It s crazy that there s so much smoke,None,-121.41687160000001,37.883347,1
4775,3966078,643258477629063169,180511021,2015-09-14 03:02:26.000,687,6969,tweet,Finished this up on sal_545 Thank you so much I can NEVER do enough flowers Black smoke background https t co 772YrXhHeC,California,-120.507681,34.619205,0
4776,3974585,643259143579500544,279140700,2015-09-14 03:05:05.000,764,2971,tweet,nightowlsbass too bad smoke came out of mine lifeon0,None,-118.66840400000001,33.704538,0
4777,3981140,643259683621335040,98696748,2015-09-14 03:07:14.000,799,36668,tweet,I can t wait to go home amp smoke a blunt I m too stressed,None,-119.881745,34.404565000000005,0
4779,4019121,643263376391430144,363517598,2015-09-14 03:21:54.000,474,6253,tweet,someone come to the beach with me and smoke a bowl and just talk about everything,None,-121.69197,36.643802,0
4780,4019359,643263401460789248,1169909520,2015-09-14 03:22:00.000,1157,69019,tweet,SMOKE WEED EVERY DAY,None,-121.4878638,38.379179,0
4785,4052111,643266797844627457,370283392,2015-09-14 03:35:30.000,299,21954,tweet,New car already dirty from the smoke from the fires about to be time for baby s first car wash growing up so fast,California,-121.38500900000001,38.716060999999996,1
4788,4111776,643270258514497536,1376392219,2015-09-14 03:49:15.000,4896,16422,tweet,guster4lovers there is poison oak weed meth plastic oak grass pesticides chemicals all in this smoke do not breath it stay inside,California,-122.912425,39.1612886,0
4790,4118167,643270736673542144,2211472596,2015-09-14 03:51:09.000,730,20799,quote,amp we gon smoke this weed till they kick us out the room https t co rSzrYqgULp,None,-124.482003,32.528832,0
4792,4119823,643270872015335425,2193382568,2015-09-14 03:51:41.000,608,3740,tweet,I don t smoke weed if it don t stank K00LJ0HN,California,-121.82372600000001,37.636529700000004,0
4793,4122733,643271120771137536,132399660,2015-09-14 03:52:41.000,465,10160,tweet,Today s bloomsky day lapse features mid level clouds and low level smoke from RoughFire ButteFire Weird day http t co TLXgLi6HT0,California,-120.912851,37.459821999999996,0
4795,4136554,643272374377250816,424853208,2015-09-14 03:57:40.000,990,58353,tweet,If my nigga smoke weed then my nigga smoke weed idgaf,California,-116.159527,34.111434,0
4800,4180402,643277187664097280,911661313,2015-09-14 04:16:47.000,825,3426,tweet,Driving back home from Mendocino today the air was filled w smoke from ValleyFire here s a report http t co 8vxzQL0pua,California,-122.324818,37.845953200000004,1
4801,4185126,643277776863166464,124931417,2015-09-14 04:19:08.000,628,3512,tweet,Don t want to smoke by myself going to have to hit up people,California,-121.111768,38.621986,0
4802,4199587,643279702954672128,1832496782,2015-09-14 04:26:47.000,143,4569,tweet,I had the weirdesttt dream last night where I was about to give birth and the nurses brought in tons of weed for my bf to smoke to calm him,None,-121.919174,39.676071,0
4804,4211693,643281421176451073,208155786,2015-09-14 04:33:37.000,684,12959,tweet,All i want to is smoke this lemon diesel rn,None,-124.482003,32.528832,0
4806,4215449,643281984681148416,1330289689,2015-09-14 04:35:51.000,124,810,tweet,Person smoking can kill you cigarettes are gross I dont need to smoke weed to have a good time Me http t co PFkIw0SXLS,Nevada,-115.316075,35.96075310000001,0
4807,4216047,643282075567521792,2828689872,2015-09-14 04:36:13.000,249,1609,tweet,only smoke when im stressed and im stressed in fact holdin out the j so i snatched and took a fat hit,California,-124.482003,32.528832,0
4812,4234280,643284904499740672,1895992044,2015-09-14 04:47:27.000,692,44527,tweet,Wish i had a phat sack to smoke,None,-115.59498700000002,32.730647,0
4816,4251411,643287717434933249,2268380059,2015-09-14 04:58:38.000,226,2820,tweet,Jademayy_ s mom probably thinks I smoke weed now,None,-117.24373590000002,34.003849,0
4817,4254974,643288327190286336,2942488682,2015-09-14 05:01:03.000,895,20443,tweet,I love your life your like me ion find many ppl like that except being a Asshole but we def gotta link up n smoke sum,None,-117.40033770000001,34.366195000000005,0
4818,4256544,643288593901858816,14256647,2015-09-14 05:02:07.000,2851,9467,tweet,Smoke http t co rOKXGOjZNu,California,-122.514926,37.708075,0
4819,4261764,643289492850241536,271715157,2015-09-14 05:05:41.000,850,24772,tweet,bouta shower and smoke a blunt,None,-119.172179,35.25582100000001,0
4821,4263441,643289797545426944,242980332,2015-09-14 05:06:54.000,347,32475,tweet,_itskiana_ no problem Hope you re safe from all that smoke over there,California,-122.77923899999999,38.396778999999995,0
4824,4272243,643291394505773056,610588503,2015-09-14 05:13:14.000,455,22977,tweet,Nigga of course I smell like weed I smoke weed,California,-117.67291499999999,33.802102000000005,0
4827,4280326,643292926659854338,91937771,2015-09-14 05:19:20.000,321,42867,tweet,JK I DONT SMOKE,California,-122.03531100000001,37.193164,0
4829,4284610,643293780578144257,1952188040,2015-09-14 05:22:43.000,90,1700,tweet,AnahiAlonso_ smoke the pains away,None,-119.4143986,36.26939,0
4830,4285665,643293992671510530,82541160,2015-09-14 05:23:34.000,648,31194,tweet,lennadelrey erickramos4596 sarah_blaziek ShayaFilsoof TIDOTHESAVAGE clsaunders_ 1619_julian go smoke a Cancer stick,None,-121.82372600000001,37.636529700000004,0
4832,4288425,643294529412448256,2273363690,2015-09-14 05:25:42.000,18097,63145,tweet,Just one more smoke http t co ygr1YM6LcH,England,-124.482003,32.528832,0
4833,4288503,643294544470011904,166058002,2015-09-14 05:25:45.000,898,39273,tweet,godsbae I don t smoke,California,-117.89026299999999,34.105490100000004,0
4834,4288701,643294585058275328,14132298,2015-09-14 05:25:55.000,2740,8653,tweet,Airbnb clearly needs some minimum standards and management of same I have colleagues staying in a place with no smoke alarms Not safe,None,-122.514926,37.708075,0
4841,4315238,643300264053637121,1961788152,2015-09-14 05:48:29.000,43,774,tweet,Smoke in the air Red sunset http t co Fb3n9JShqS,,-122.066245,37.924231,1
4842,4317129,643300688781402112,862129320,2015-09-14 05:50:10.000,718,26266,tweet,like ill still smoke without my phone tf is his point,None,-117.296536,33.858759,0
4843,4321020,643301555194609664,479174055,2015-09-14 05:53:37.000,480,34862,tweet,I want to smoke with my friends again it s been way to fucken long,None,-121.69197,36.643802,0
4844,4327318,643303082592354304,1180766034,2015-09-14 05:59:41.000,614,14881,tweet,I wanna smoke the good good,California,-124.482003,32.528832,0
4845,4327737,643303187655426048,1069710427,2015-09-14 06:00:06.000,462,13828,tweet,Listen to X Press 2 Smoke Machine Dense amp Pika Remix by skintrecords np on SoundCloud https t co F076rh8hnr EDC_FERNY_EDC,None,-117.98558,34.009223,0
4847,4336283,643305365988208641,1672376012,2015-09-14 06:08:45.000,369,7199,tweet,Let me just smoke real quick,California,-118.29054099999999,33.792887,0
4848,4336766,643305495529287680,3192614035,2015-09-14 06:09:16.000,480,27055,tweet,My eyes are burning inside from the smoke,California,-121.576613,38.43792,0
4849,4341220,643306650867118080,232306319,2015-09-14 06:13:52.000,597,58415,tweet,Should I smoke this bowl b4 my dad comes Yes or no Lol,None,-122.03531100000001,37.193164,0
4851,4343491,643307274207817728,123409487,2015-09-14 06:16:20.000,2174,55764,tweet,wildhunnyypie amp I wasn t there to light your smoke for u at least you still need me,California,-122.514926,37.708075,0
4852,4345162,643307742308864000,232306319,2015-09-14 06:18:12.000,598,58417,tweet,Good news my dad s coming now bad news I can t smoke this bowl lmfaoooooo,None,-122.03531100000001,37.193164,0
4854,4349796,643309059995635712,36955533,2015-09-14 06:23:26.000,2447,44011,tweet,loud ass weed smoke amp loud ass music all zi time,None,-117.28253799999999,32.53962,0
4860,4383804,643321230213279744,816788593,2015-09-14 07:11:48.000,405,5196,tweet,If my future girl smokes weed she lucky af cause Im gonna smoke her out all the time but Ima expect the same from her,None,-119.172179,35.25582100000001,0
4865,4391907,643325051194859520,469434660,2015-09-14 07:26:59.000,522,10677,tweet,I want someone to cuddle and smoke with,None,-114.710936,32.601698999999996,0
4866,4393442,643325835349327872,2574171226,2015-09-14 07:30:06.000,339,3582,tweet,Happy Bday Fagget Love u niggah Have a good one and TU Smoke for once fagget nicofrompico_ have a good one,None,-118.08898500000001,33.960119,0
4873,4406658,643333978007605248,412689930,2015-09-14 08:02:27.000,321,1759,tweet,Got em zans with that lean true religion Fein a lot ppl hatin on me smoke that loud can t here nothing,California,-120.109807,36.98237,0
4875,4410984,643337302542938112,451022613,2015-09-14 08:15:40.000,646,10564,tweet,Who wanna smoke before bedtime,California,-120.507681,34.619205,0
4876,4411314,643337563692920832,2360381684,2015-09-14 08:16:42.000,501,7350,tweet,Off work Someone come smoke this Blunt w Meee,None,-115.316075,35.96075310000001,0
4880,4421628,643347550783737856,269573492,2015-09-14 08:56:23.000,171,18299,tweet,All I want to do right now is smoke and go to bed,None,-117.418374,33.828971,0
4881,4422641,643348545852977153,269573492,2015-09-14 09:00:20.000,171,18303,tweet,Omg and when we used to go to Andrews house just to smoke and then chill man lol,None,-117.418374,33.828971,0
4885,4433711,643361518420029440,49294806,2015-09-14 09:51:53.000,360,8674,tweet,When you get home and realize you didn t smoke all your bud http t co vqvufzCcUZ,California,-117.63786200000001,34.077184,0
4886,4434372,643362251345276928,2421328688,2015-09-14 09:54:48.000,860,12562,tweet,I can literally see smoke in the air everyday when I m looking out the window at work,None,-119.64712,36.553354,0
4888,4440301,643367920047788032,47248721,2015-09-14 10:17:19.000,197,12516,tweet,Too broke to smoke,None,-118.66840400000001,33.704538,0
4889,4476905,643389554536218625,3224442140,2015-09-14 11:43:18.000,1531,4806,tweet,Saved4TheBest danrisky BlueSpartan1 LightSpeed11223 LOL I DONT SMOKE HONEY,California,-121.340149,38.839106,0
4890,4539632,643411454868086784,1674723290,2015-09-14 13:10:19.000,117,9260,tweet,KOLOLindseyM how hard would it be to put a graphic with smoke prediction movement on all WX forecasts Many microclimes in Renoland,None,-119.953849,39.350749,1
4891,4547816,643413789409284096,325862777,2015-09-14 13:19:36.000,1150,155939,tweet,abc7kristensze ericthomaskgo I brought my inhalers with me from ABQ We ve had smoke from fires in CA and AZ drift over a lot this year,California,-122.34266000000001,37.699279,1
4892,4555528,643415965821067264,2978070043,2015-09-14 13:28:14.000,315,4752,tweet,The smoke from the mountains is in my damn house,California,-124.482003,32.528832,1
4893,4560084,643417188955656193,19360197,2015-09-14 13:33:06.000,96,1760,tweet,ValleyFire ButteFire Truckee Airport barely visible thru smoke northstarattahoe http t co uo1soAZMCh,California,-124.482003,32.528832,1
4894,4573410,643420681376370689,2492277732,2015-09-14 13:46:59.000,539,24419,tweet,HAPPY BIRTHDAY ALEXXXXXXXISSSSSSSSSSSSS TU Have a good day amp smoke sum bud alexissssv_,California,-121.41687160000001,37.883347,0
4895,4581490,643422696487841792,569124085,2015-09-14 13:54:59.000,146,1451,tweet,The smell of rain the smell of smoke not pleasurable scent,California,-124.482003,32.528832,1
4900,4669660,643441606696177665,38620483,2015-09-14 15:10:08.000,1783,36124,tweet,I wish I can smoke some good Weed for breakfast this morning lol WakeAndBake PuffPuffPass,California,-117.401199,34.0503113,0
4901,4678996,643443438629752832,723911910,2015-09-14 15:17:25.000,2849,29196,tweet,theKristiB thank you We are bout 2 hours away The air quality is really bad amp the smoke is especially dense this morning,Massachusetts,-121.114756,39.182283,1
4902,4701882,643447956868239360,289186569,2015-09-14 15:35:22.000,318,17198,tweet,Pops is always leaving half smoked bowls around And I always smoke it Finish what you start punk,None,-124.482003,32.528832,0
4903,4702702,643448116461576193,26138155,2015-09-14 15:36:00.000,59,644,tweet,SoonHickorySmokeWillRise OleHickoryPits RubbinNSmokin RRSBBQNTavern Rick s Rollin Smoke BBQ amp https t co 6d1ZHSeSoD,Nevada,-115.384091,36.129459000000004,0
4907,4720655,643451548970815488,3382604958,2015-09-14 15:49:38.000,31,188,tweet,I don t see why people hate smoking alone I love that shit I d rather smoke alone lol,None,-116.9486239,32.826696999999996,0
4908,4720828,643451585029246976,43277804,2015-09-14 15:49:47.000,1545,55556,quote,The entire drive from Lake Tahoe to the east bay had smoke filled skies Hard to breathe in certain parts Scary https t co s7HcRtLphe,California,-122.514926,37.708075,1
4909,4722683,643451953331113984,3382604958,2015-09-14 15:51:15.000,31,189,tweet,You know what s crazy That there are pretty girls that think other girls should smoke them out liiiike whuut,None,-116.9486239,32.826696999999996,0
4910,4723898,643452182021345280,3382604958,2015-09-14 15:52:09.000,31,190,tweet,You gon have to separate them legs and show me a lil something something babygirl if you wanna smoke for free,None,-116.9486239,32.826696999999996,0
4923,4814595,643469033757474816,11143032,2015-09-14 16:59:07.000,1190,7178,tweet,Sinus pressure so bad I m a little dizzy Not sure it s related to bad smoke filled ValeyFire air or if my head just hates me Maybe both,,-121.576613,38.43792,0
4928,4849480,643475582395617280,2724574021,2015-09-14 17:25:08.000,381,5019,tweet,If I smoke then I smoke Why be worried about a nigga you haven t talked in years Foh,None,-115.384091,36.129459000000004,0
4932,4861810,643477902160326656,1181077962,2015-09-14 17:34:21.000,55,1951,tweet,My Franchise on DA Left sending a Statement to DA Rest of DA League Will Smoke whoever we play like a Cheap Cigar http t co p0w0Ffr8QN,California,-121.82372600000001,37.636529700000004,0
4933,4865257,643478575354544128,127446799,2015-09-14 17:37:02.000,173,18699,tweet,I hate one sided shit If you drink or smoke nicotine then my smoking weed shouldn t be an issue Let s be real,California,-119.4699,36.575137,0
4935,4896326,643484511854923776,505692075,2015-09-14 18:00:37.000,129,5612,tweet,Ya mcm smoke Reggie,,-117.296536,33.858759,0
4939,4933721,643491670990934016,256246053,2015-09-14 18:29:04.000,488,17503,tweet,stef__alvarez that s what I was thinking gonna have to check with my local smoke shop and see what s up yeee,California,-122.34266000000001,37.699279,0
4940,4936497,643492240875253760,113572012,2015-09-14 18:31:20.000,201,683,tweet,NEW ARRIVALS Stop by Still Smoking Vapor amp Smoke Shop and check out these Rasta Colored Water Pipes https t co Or66IfIwKb,Nevada,-115.384091,36.129459000000004,0
4945,4957570,643496588510384128,1672376012,2015-09-14 18:48:36.000,366,7210,tweet,Smoke and chill at the pier tonight,California,-118.29054099999999,33.792887,0
4946,4960808,643497235565690880,2292587444,2015-09-14 18:51:11.000,3187,164529,tweet,Sweats and a T for a smoke out,California,-115.20925349999999,35.98478400000001,0
4947,4986995,643502289538404352,184549172,2015-09-14 19:11:16.000,1520,54359,tweet,Seems like a Netflix and chill kinda day but ima just smoke n chill,None,-121.69442,39.126999,0
4950,4994575,643503709138329603,2975515375,2015-09-14 19:16:54.000,294,4514,tweet,jaymohr37 alt droopy dog did u say Escobar could smoke two guys Can u give me his number jaymohrsports,California,-119.93256799999999,36.648905,0
4953,4997980,643504335675125760,379922176,2015-09-14 19:19:24.000,491,19677,tweet,Tryna smoke one or two or five,Alabama,-119.64712,36.553354,0
4954,5004767,643505592720605184,17072666,2015-09-14 19:24:23.000,728,16403,tweet,Smoke was not all gone but yesterday s late afternoon sky was looking so much better than it has for https t co qwYt5MGWY4,California,-119.671846,37.300488,0
4955,5019198,643508299669897216,175596093,2015-09-14 19:35:09.000,1682,91648,tweet,If smoke this blunt girl I m gon forget you,None,-115.384091,36.129459000000004,0
4956,5021866,643508787064737792,2564004852,2015-09-14 19:37:05.000,170,4869,tweet,You smoke No why not You one of those fitness freaks huh Go fuck yaself,Nevada,-115.20925349999999,35.98478400000001,0
4958,5031180,643510486693191680,191206863,2015-09-14 19:43:50.000,697,78253,tweet,I wish I could smoke rn,None,-121.576613,38.43792,0
4964,5045875,643513223434661888,161931599,2015-09-14 19:54:43.000,803,61895,tweet,lmao my teacher put me on the spot and asked me if i smoke before class and then she put me in the drug club,None,-118.231784,33.909795,0
4967,5060227,643515824276422656,882887617,2015-09-14 20:05:03.000,338,9215,tweet,Calvin__Durant whaaaaatt you dont like cubed ice man smoke this fool icecube,California,-117.28253799999999,32.53962,0
4969,5068100,643517267788046336,18338254,2015-09-14 20:10:47.000,566,10060,tweet,NadineLarder My dad on Arrowhead said the smoke was unbearable last night,California,-122.514926,37.708075,0
4971,5082216,643519877597278208,725696509,2015-09-14 20:21:09.000,46,3969,tweet,Damn after taking a long shower my hair still smells like damn smoke from the bbq,None,-122.293347,38.060373,0
4972,5084468,643520311292510208,2612609184,2015-09-14 20:22:52.000,70,698,tweet,Have been listening to my classmates compare taste in cigarettes for minutes now So happy I don t smoke smoking isn t classy folks,None,-122.77923899999999,38.396778999999995,0
4973,5086845,643520757226676232,18824526,2015-09-14 20:24:39.000,9328,17355,tweet,OH If someone asks about what will you say We ll just say CRYPTO throw a smoke bomb and sneak away,Kansas,-122.418714,37.764094,0
4976,5099824,643523137301270528,173908484,2015-09-14 20:34:06.000,1983,45557,tweet,RabbitholeGirl AnnieWT I see a stack of white smoke in Adam s future LMAO,Nevada,-115.06471200000001,36.074534,0
4978,5119649,643526798333079552,184549172,2015-09-14 20:48:39.000,1522,54367,tweet,thesasssysash perfect type a day to smoke n chill together,None,-121.69442,39.126999,0
4980,5124545,643527712628428800,1429528304,2015-09-14 20:52:17.000,1969,21716,tweet,the sky this morning actually looked pretty despite all the smoke http t co DL8fzg2WoG,None,-121.05342779818446,39.239203724796006,1
4981,5126868,643528139503763456,1706242028,2015-09-14 20:53:59.000,80,364,tweet,This nigga better go back n let me smoke some b4 going to college,None,-118.1707483,33.9518881,0
4985,5148127,643531974926331907,2432381665,2015-09-14 21:09:13.000,166,13533,tweet,When the smoke is in your eyes you look so alive,California,-122.03531100000001,37.193164,0
4986,5151126,643532510824124417,2304211831,2015-09-14 21:11:21.000,76,6557,quote,Yeah because I m waiting for my little bro King_jairbear to invite me to his house to smoke him out to go broke https t co lLTKBxQua3,None,-118.66840400000001,33.704538,0
4987,5152821,643532809555025920,1228342759,2015-09-14 21:12:32.000,691,3376,tweet,Remember if you smoke after sex you re doing it too fast Woody Allen,California,-118.192945,34.008016999999995,0
4988,5155877,643533357201158144,1059636637,2015-09-14 21:14:43.000,659,1874,tweet,Somethings in the air and it s not just the smoke,None,-121.111768,38.621986,0
4990,5167204,643535395276345344,2846194557,2015-09-14 21:22:49.000,30,211,tweet,A hazy Mammoth Mountain comes into view as seen from Mammoth Crest Managed to stay above the smoke https t co 1IjXATWV8Y,California,-124.482003,32.528832,0
4994,5202318,643541614481248256,34444537,2015-09-14 21:47:31.000,1064,69044,quote,Man takes a beating and can t smoke weed fuck his life probably best to not fight ufc https t co lDga7xDjsW,None,-117.401199,34.0503113,0
4996,5212367,643543379393970176,369783055,2015-09-14 21:54:32.000,1000,62967,tweet,THE PEOPLE DOING MY WOOD FLOORS SAW MY HOOKAH AND ASKED IF I SMOKE HOOKAH AND HAD A CONVO ABOUT MY FAVORITE SHISHA AND SHIT,None,-117.117116,32.582128000000004,0
4997,5214751,643543787008954368,252346974,2015-09-14 21:56:09.000,1823,85671,tweet,I m just trying to smoke a bowl with you amp cuddle,None,-117.5243291,34.033432,0
5000,5229225,643546245391257600,484440076,2015-09-14 22:05:56.000,1210,35844,tweet,I be wondering how people can afford to smoke weed all day and party every week if you sit in your ass all year long lol,None,-117.28253799999999,32.53962,0
5003,5238321,643547819559682049,1674723290,2015-09-14 22:12:11.000,118,9271,tweet,CNNSitRoom is there any smoke in simi valley from the fires,None,-119.953849,39.350749,0
5004,5239012,643547939084722176,133039266,2015-09-14 22:12:39.000,867,35405,tweet,I just love to smoke hookah,None,-120.00573999999999,35.002086,0
5007,5266830,643552748500217856,798879157,2015-09-14 22:31:46.000,1227,45007,tweet,I need a post up spot to smoke hookah between these classes a,None,-118.932832,34.257033,0
5008,5271538,643553551562571776,2842984509,2015-09-14 22:34:57.000,8409,692,tweet,We re now in Philly Stop by Matchbox Smoke Shop in Society Hill and grab yourself a kuLi vape vaping vapeon http t co q91JvoSMyQ,Washington D C,-118.66840400000001,33.704538,0
5010,5282497,643555351858511873,2416817258,2015-09-14 22:42:07.000,251,3632,tweet,Perfect weather to smoke a blunt,None,-119.172179,35.25582100000001,0
5014,5320495,643561240585867264,312217697,2015-09-14 23:05:31.000,3752,41124,tweet,Mountains of the south Shore of Lake Tahoe disappearing into the smoke from the ValleyFire http t co qlnNOXemZl,Nevada,-119.95249864558443,38.9801775479359,0
5015,5327010,643562182882390016,366617659,2015-09-14 23:09:15.000,465,11963,tweet,Just tryna smoke a blee,California,-118.1783453,34.098569299999994,0
5016,5327305,643562227317014528,2954196835,2015-09-14 23:09:26.000,156,467,tweet,Can t wait till I meet a girl who can smoke as much weed as me an works out,California,-120.4517291,37.933245,0
5021,5338338,643563814366003200,199976983,2015-09-14 23:15:44.000,223,8917,tweet,Bout to smoke by myself because im nice enough not to get any of my friends sick,None,-122.03531100000001,37.193164,0
5022,5338870,643563893399273472,1155788426,2015-09-14 23:16:03.000,687,30285,tweet,rongeee_c only niggas that smoke Reggie say shit like that smh,Maryland,-118.66840400000001,33.704538,0
5024,5349255,643565421002518528,482579759,2015-09-14 23:22:07.000,450,9271,tweet,Demarco Murray is smoke without that Dallas line,California,-121.987421,37.989865,0
5026,5386313,643570404594876417,1445451954,2015-09-14 23:41:56.000,385,9765,tweet,bobbycorona_ he also heard that I sounded like I smoke 10 packs a day,California,-121.300453,37.768375899999995,0
5028,5404197,643572887870246912,69051618,2015-09-14 23:51:48.000,216,26310,tweet,RT KFIAM640 Smoke crossing Nevada plus updates on ValleyFire jo_kwon has the cont http t co 1xs5OD0w8W,California,-117.224608,32.8752656,1
5029,5407093,643573286270439424,115850571,2015-09-14 23:53:23.000,139,11628,tweet,Girls that smoke make me sick,California,-118.1513925,33.865643,0
5030,5410336,643573744946909184,1928871492,2015-09-14 23:55:12.000,154,1372,tweet,If my children ever smoke cigarettes I m whooping their ass until they stop,California,-117.83466299999999,34.0182828,0
5033,5434905,643576830889332736,161043200,2015-09-15 00:07:28.000,703,102518,tweet,GoldenSt8OfMind you still smoke weed and drink a lot sooooo,None,-118.37031999999999,34.142629799999995,0
5039,5488612,643583251882225664,540709083,2015-09-15 00:32:59.000,742,33489,tweet,I tell my co worker what you gonna do for your birthday and he says just smoke good weed with a bad bitch,None,-114.635632,33.574798,0
5043,5517255,643585901361152000,15430330,2015-09-15 00:43:30.000,166,10443,tweet,Damn Carrie Underwood s new song Smoke Break is how I m feeling today And sometimes other days,California,-117.954201,33.625178999999996,0
5049,5578260,643592356646666240,15346615,2015-09-15 01:09:09.000,3794,15096,tweet,An eerily beautiful time lapse of smoke rising from the ValleyFire no houses up there http t co 2KfCFA4i3u,Colorado,-124.482003,32.528832,0
5056,5660809,643600940168155136,705413533,2015-09-15 01:43:16.000,867,53247,tweet,me with some funny shit while i smoke the kush,None,-118.66840400000001,33.704538,0
5060,5743762,643608358499422208,472588246,2015-09-15 02:12:44.000,541,12662,tweet,Don t ever have the urge to drink really I d much rather smoke,None,-117.117116,32.582128000000004,0
5061,5750050,643608800709185536,533963244,2015-09-15 02:14:30.000,470,23358,tweet,leggitlyrosie but you don t smoke though,None,-115.11611599999999,36.107581599999996,0
5062,5750445,643608830459441152,2592407078,2015-09-15 02:14:37.000,323,4115,tweet,I really wanna stargaze but we can t see the stars cuz of all the smoke,None,-121.41687160000001,37.883347,0
5069,5812628,643614034999119874,575882546,2015-09-15 02:35:18.000,653,20531,tweet,Now Waiting For Beb So We Can Smoke This Blunt Watch This Movie amp Just Chillll,None,-119.172179,35.25582100000001,0
